title,country,date,points,link,img
Katla,world,2021-06-20,359,https://flixpatrol.com/title/katla/,https://flixpatrol.com/runtime/cache/files/posters/m/w72/mxdiyyfkhddkyj1ng9byjfy4yxr.jpg
Lucifer,world,2021-06-20,322,https://flixpatrol.com/title/lucifer/,https://flixpatrol.com/runtime/cache/files/posters/1/w72/1sbx2ew4wfsa1yy32vlht079o03.jpg
Elite Short Stories: Carla Samuel,world,2021-06-20,255,https://flixpatrol.com/title/elite-short-stories-carla-samuel/,https://flixpatrol.com/runtime/cache/files/posters/o/w72/onpkmmtzcjs9a6vkljnba3uji8g.jpg
Workin' Moms,world,2021-06-20,161,https://flixpatrol.com/title/workin-moms/,https://flixpatrol.com/runtime/cache/files/posters/g/w72/gw6tkymy78gdgsa0udfetl1vtgf.jpg
Black Summer,world,2021-06-20,119,https://flixpatrol.com/title/black-summer/,https://flixpatrol.com/runtime/cache/files/posters/t/w72/tnritrhcl3k5f0qotqhkqd3aar5.jpg
Nuevo Rico Nuevo Pobre,world,2021-06-20,93,https://flixpatrol.com/title/nuevo-rico-nuevo-pobre/,https://flixpatrol.com/runtime/cache/files/posters/r/w72/rqkzi3rcrecj3zbjl4ouosjrqh7.jpg
Elite,world,2021-06-21,683,https://flixpatrol.com/title/elite/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3ntabaiao4jlzfqw6yxp1yzppm8.jpg
Lupin,world,2021-06-21,649,https://flixpatrol.com/title/lupin/,https://flixpatrol.com/runtime/cache/files/posters/4/w72/4mobjji6lowo6xtdzakx6nvbu0j.jpg
Sweet Tooth,world,2021-06-21,498,https://flixpatrol.com/title/sweet-tooth/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3hf3vmk0xxdofaxjpnxfbpfwd1o.jpg
Record of Ragnarok,world,2021-06-21,407,https://flixpatrol.com/title/record-of-ragnarok/,https://flixpatrol.com/runtime/cache/files/posters/k/w72/kts2wnzoukpwdnhorlh94psj3xf.jpg
Katla,world,2021-06-21,390,https://flixpatrol.com/title/katla/,https://flixpatrol.com/runtime/cache/files/posters/m/w72/mxdiyyfkhddkyj1ng9byjfy4yxr.jpg
Lucifer,world,2021-06-21,335,https://flixpatrol.com/title/lucifer/,https://flixpatrol.com/runtime/cache/files/posters/1/w72/1sbx2ew4wfsa1yy32vlht079o03.jpg
Elite Short Stories: Carla Samuel,world,2021-06-21,245,https://flixpatrol.com/title/elite-short-stories-carla-samuel/,https://flixpatrol.com/runtime/cache/files/posters/o/w72/onpkmmtzcjs9a6vkljnba3uji8g.jpg
Workin' Moms,world,2021-06-21,139,https://flixpatrol.com/title/workin-moms/,https://flixpatrol.com/runtime/cache/files/posters/g/w72/gw6tkymy78gdgsa0udfetl1vtgf.jpg
Black Summer,world,2021-06-21,123,https://flixpatrol.com/title/black-summer/,https://flixpatrol.com/runtime/cache/files/posters/t/w72/tnritrhcl3k5f0qotqhkqd3aar5.jpg
Nuevo Rico Nuevo Pobre,world,2021-06-21,98,https://flixpatrol.com/title/nuevo-rico-nuevo-pobre/,https://flixpatrol.com/runtime/cache/files/posters/r/w72/rqkzi3rcrecj3zbjl4ouosjrqh7.jpg
Elite,world,2021-06-22,693,https://flixpatrol.com/title/elite/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3ntabaiao4jlzfqw6yxp1yzppm8.jpg
Lupin,world,2021-06-22,603,https://flixpatrol.com/title/lupin/,https://flixpatrol.com/runtime/cache/files/posters/4/w72/4mobjji6lowo6xtdzakx6nvbu0j.jpg
Sweet Tooth,world,2021-06-22,445,https://flixpatrol.com/title/sweet-tooth/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3hf3vmk0xxdofaxjpnxfbpfwd1o.jpg
Record of Ragnarok,world,2021-06-22,369,https://flixpatrol.com/title/record-of-ragnarok/,https://flixpatrol.com/runtime/cache/files/posters/k/w72/kts2wnzoukpwdnhorlh94psj3xf.jpg
Katla,world,2021-06-22,336,https://flixpatrol.com/title/katla/,https://flixpatrol.com/runtime/cache/files/posters/m/w72/mxdiyyfkhddkyj1ng9byjfy4yxr.jpg
Lucifer,world,2021-06-22,327,https://flixpatrol.com/title/lucifer/,https://flixpatrol.com/runtime/cache/files/posters/1/w72/1sbx2ew4wfsa1yy32vlht079o03.jpg
Elite Short Stories: Carla Samuel,world,2021-06-22,237,https://flixpatrol.com/title/elite-short-stories-carla-samuel/,https://flixpatrol.com/runtime/cache/files/posters/o/w72/onpkmmtzcjs9a6vkljnba3uji8g.jpg
Rick and Morty,world,2021-06-22,201,https://flixpatrol.com/title/rick-and-morty/,https://flixpatrol.com/runtime/cache/files/posters/q/w72/qjdfo3ahgamf2rcmhoqngjbbzw1.jpg
Workin' Moms,world,2021-06-22,142,https://flixpatrol.com/title/workin-moms/,https://flixpatrol.com/runtime/cache/files/posters/g/w72/gw6tkymy78gdgsa0udfetl1vtgf.jpg
Nuevo Rico Nuevo Pobre,world,2021-06-22,112,https://flixpatrol.com/title/nuevo-rico-nuevo-pobre/,https://flixpatrol.com/runtime/cache/files/posters/r/w72/rqkzi3rcrecj3zbjl4ouosjrqh7.jpg
Elite,world,2021-06-23,683,https://flixpatrol.com/title/elite/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3ntabaiao4jlzfqw6yxp1yzppm8.jpg
Lupin,world,2021-06-23,584,https://flixpatrol.com/title/lupin/,https://flixpatrol.com/runtime/cache/files/posters/4/w72/4mobjji6lowo6xtdzakx6nvbu0j.jpg
Sweet Tooth,world,2021-06-23,430,https://flixpatrol.com/title/sweet-tooth/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3hf3vmk0xxdofaxjpnxfbpfwd1o.jpg
Lucifer,world,2021-06-23,344,https://flixpatrol.com/title/lucifer/,https://flixpatrol.com/runtime/cache/files/posters/1/w72/1sbx2ew4wfsa1yy32vlht079o03.jpg
Record of Ragnarok,world,2021-06-23,339,https://flixpatrol.com/title/record-of-ragnarok/,https://flixpatrol.com/runtime/cache/files/posters/k/w72/kts2wnzoukpwdnhorlh94psj3xf.jpg
Katla,world,2021-06-23,307,https://flixpatrol.com/title/katla/,https://flixpatrol.com/runtime/cache/files/posters/m/w72/mxdiyyfkhddkyj1ng9byjfy4yxr.jpg
Elite Short Stories: Carla Samuel,world,2021-06-23,235,https://flixpatrol.com/title/elite-short-stories-carla-samuel/,https://flixpatrol.com/runtime/cache/files/posters/o/w72/onpkmmtzcjs9a6vkljnba3uji8g.jpg
Rick and Morty,world,2021-06-23,193,https://flixpatrol.com/title/rick-and-morty/,https://flixpatrol.com/runtime/cache/files/posters/q/w72/qjdfo3ahgamf2rcmhoqngjbbzw1.jpg
Workin' Moms,world,2021-06-23,135,https://flixpatrol.com/title/workin-moms/,https://flixpatrol.com/runtime/cache/files/posters/g/w72/gw6tkymy78gdgsa0udfetl1vtgf.jpg
Nuevo Rico Nuevo Pobre,world,2021-06-23,116,https://flixpatrol.com/title/nuevo-rico-nuevo-pobre/,https://flixpatrol.com/runtime/cache/files/posters/r/w72/rqkzi3rcrecj3zbjl4ouosjrqh7.jpg
Elite,world,2021-06-24,659,https://flixpatrol.com/title/elite/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3ntabaiao4jlzfqw6yxp1yzppm8.jpg
Lupin,world,2021-06-24,535,https://flixpatrol.com/title/lupin/,https://flixpatrol.com/runtime/cache/files/posters/4/w72/4mobjji6lowo6xtdzakx6nvbu0j.jpg
Too Hot to Handle,world,2021-06-24,486,https://flixpatrol.com/title/too-hot-to-handle/,https://flixpatrol.com/runtime/cache/files/posters/f/w72/fvsj0n3lufnqwlo2qphbbk6g8ec.jpg
Sweet Tooth,world,2021-06-24,386,https://flixpatrol.com/title/sweet-tooth/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3hf3vmk0xxdofaxjpnxfbpfwd1o.jpg
Lucifer,world,2021-06-24,310,https://flixpatrol.com/title/lucifer/,https://flixpatrol.com/runtime/cache/files/posters/1/w72/1sbx2ew4wfsa1yy32vlht079o03.jpg
Record of Ragnarok,world,2021-06-24,292,https://flixpatrol.com/title/record-of-ragnarok/,https://flixpatrol.com/runtime/cache/files/posters/k/w72/kts2wnzoukpwdnhorlh94psj3xf.jpg
Katla,world,2021-06-24,268,https://flixpatrol.com/title/katla/,https://flixpatrol.com/runtime/cache/files/posters/m/w72/mxdiyyfkhddkyj1ng9byjfy4yxr.jpg
Elite Short Stories: Carla Samuel,world,2021-06-24,183,https://flixpatrol.com/title/elite-short-stories-carla-samuel/,https://flixpatrol.com/runtime/cache/files/posters/o/w72/onpkmmtzcjs9a6vkljnba3uji8g.jpg
Rick and Morty,world,2021-06-24,140,https://flixpatrol.com/title/rick-and-morty/,https://flixpatrol.com/runtime/cache/files/posters/q/w72/qjdfo3ahgamf2rcmhoqngjbbzw1.jpg
Nuevo Rico Nuevo Pobre,world,2021-06-24,124,https://flixpatrol.com/title/nuevo-rico-nuevo-pobre/,https://flixpatrol.com/runtime/cache/files/posters/r/w72/rqkzi3rcrecj3zbjl4ouosjrqh7.jpg
Elite,world,2021-06-25,630,https://flixpatrol.com/title/elite/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3ntabaiao4jlzfqw6yxp1yzppm8.jpg
Too Hot to Handle,world,2021-06-25,568,https://flixpatrol.com/title/too-hot-to-handle/,https://flixpatrol.com/runtime/cache/files/posters/f/w72/fvsj0n3lufnqwlo2qphbbk6g8ec.jpg
Lupin,world,2021-06-25,516,https://flixpatrol.com/title/lupin/,https://flixpatrol.com/runtime/cache/files/posters/4/w72/4mobjji6lowo6xtdzakx6nvbu0j.jpg
Sweet Tooth,world,2021-06-25,377,https://flixpatrol.com/title/sweet-tooth/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3hf3vmk0xxdofaxjpnxfbpfwd1o.jpg
Lucifer,world,2021-06-25,304,https://flixpatrol.com/title/lucifer/,https://flixpatrol.com/runtime/cache/files/posters/1/w72/1sbx2ew4wfsa1yy32vlht079o03.jpg
Katla,world,2021-06-25,260,https://flixpatrol.com/title/katla/,https://flixpatrol.com/runtime/cache/files/posters/m/w72/mxdiyyfkhddkyj1ng9byjfy4yxr.jpg
Record of Ragnarok,world,2021-06-25,255,https://flixpatrol.com/title/record-of-ragnarok/,https://flixpatrol.com/runtime/cache/files/posters/k/w72/kts2wnzoukpwdnhorlh94psj3xf.jpg
Elite Short Stories: Carla Samuel,world,2021-06-25,163,https://flixpatrol.com/title/elite-short-stories-carla-samuel/,https://flixpatrol.com/runtime/cache/files/posters/o/w72/onpkmmtzcjs9a6vkljnba3uji8g.jpg
Nuevo Rico Nuevo Pobre,world,2021-06-25,128,https://flixpatrol.com/title/nuevo-rico-nuevo-pobre/,https://flixpatrol.com/runtime/cache/files/posters/r/w72/rqkzi3rcrecj3zbjl4ouosjrqh7.jpg
Rick and Morty,world,2021-06-25,111,https://flixpatrol.com/title/rick-and-morty/,https://flixpatrol.com/runtime/cache/files/posters/q/w72/qjdfo3ahgamf2rcmhoqngjbbzw1.jpg
Sex/Life,world,2021-06-26,597,https://flixpatrol.com/title/sexlife/,https://flixpatrol.com/runtime/cache/files/posters/9/w72/9u3mpklwmnvngfxyg97xe56wo2v.jpg
Elite,world,2021-06-26,583,https://flixpatrol.com/title/elite/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3ntabaiao4jlzfqw6yxp1yzppm8.jpg
Too Hot to Handle,world,2021-06-26,523,https://flixpatrol.com/title/too-hot-to-handle/,https://flixpatrol.com/runtime/cache/files/posters/f/w72/fvsj0n3lufnqwlo2qphbbk6g8ec.jpg
Lupin,world,2021-06-26,460,https://flixpatrol.com/title/lupin/,https://flixpatrol.com/runtime/cache/files/posters/4/w72/4mobjji6lowo6xtdzakx6nvbu0j.jpg
Sweet Tooth,world,2021-06-26,290,https://flixpatrol.com/title/sweet-tooth/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3hf3vmk0xxdofaxjpnxfbpfwd1o.jpg
Lucifer,world,2021-06-26,228,https://flixpatrol.com/title/lucifer/,https://flixpatrol.com/runtime/cache/files/posters/1/w72/1sbx2ew4wfsa1yy32vlht079o03.jpg
Record of Ragnarok,world,2021-06-26,194,https://flixpatrol.com/title/record-of-ragnarok/,https://flixpatrol.com/runtime/cache/files/posters/k/w72/kts2wnzoukpwdnhorlh94psj3xf.jpg
Katla,world,2021-06-26,187,https://flixpatrol.com/title/katla/,https://flixpatrol.com/runtime/cache/files/posters/m/w72/mxdiyyfkhddkyj1ng9byjfy4yxr.jpg
Nuevo Rico Nuevo Pobre,world,2021-06-26,120,https://flixpatrol.com/title/nuevo-rico-nuevo-pobre/,https://flixpatrol.com/runtime/cache/files/posters/r/w72/rqkzi3rcrecj3zbjl4ouosjrqh7.jpg
The Blacklist,world,2021-06-26,106,https://flixpatrol.com/title/the-blacklist/,https://flixpatrol.com/runtime/cache/files/posters/b/w72/bgbqcw4fe9b6wsosc6fb4ffvzsw.jpg
Sex/Life,world,2021-06-27,724,https://flixpatrol.com/title/sexlife/,https://flixpatrol.com/runtime/cache/files/posters/9/w72/9u3mpklwmnvngfxyg97xe56wo2v.jpg
Elite,world,2021-06-27,554,https://flixpatrol.com/title/elite/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3ntabaiao4jlzfqw6yxp1yzppm8.jpg
Too Hot to Handle,world,2021-06-27,496,https://flixpatrol.com/title/too-hot-to-handle/,https://flixpatrol.com/runtime/cache/files/posters/f/w72/fvsj0n3lufnqwlo2qphbbk6g8ec.jpg
Lupin,world,2021-06-27,448,https://flixpatrol.com/title/lupin/,https://flixpatrol.com/runtime/cache/files/posters/4/w72/4mobjji6lowo6xtdzakx6nvbu0j.jpg
Sweet Tooth,world,2021-06-27,319,https://flixpatrol.com/title/sweet-tooth/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3hf3vmk0xxdofaxjpnxfbpfwd1o.jpg
Lucifer,world,2021-06-27,232,https://flixpatrol.com/title/lucifer/,https://flixpatrol.com/runtime/cache/files/posters/1/w72/1sbx2ew4wfsa1yy32vlht079o03.jpg
Record of Ragnarok,world,2021-06-27,186,https://flixpatrol.com/title/record-of-ragnarok/,https://flixpatrol.com/runtime/cache/files/posters/k/w72/kts2wnzoukpwdnhorlh94psj3xf.jpg
Katla,world,2021-06-27,178,https://flixpatrol.com/title/katla/,https://flixpatrol.com/runtime/cache/files/posters/m/w72/mxdiyyfkhddkyj1ng9byjfy4yxr.jpg
Nuevo Rico Nuevo Pobre,world,2021-06-27,114,https://flixpatrol.com/title/nuevo-rico-nuevo-pobre/,https://flixpatrol.com/runtime/cache/files/posters/r/w72/rqkzi3rcrecj3zbjl4ouosjrqh7.jpg
Rick and Morty,world,2021-06-27,73,https://flixpatrol.com/title/rick-and-morty/,https://flixpatrol.com/runtime/cache/files/posters/q/w72/qjdfo3ahgamf2rcmhoqngjbbzw1.jpg
Sex/Life,world,2021-06-28,745,https://flixpatrol.com/title/sexlife/,https://flixpatrol.com/runtime/cache/files/posters/9/w72/9u3mpklwmnvngfxyg97xe56wo2v.jpg
Elite,world,2021-06-28,542,https://flixpatrol.com/title/elite/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3ntabaiao4jlzfqw6yxp1yzppm8.jpg
Too Hot to Handle,world,2021-06-28,463,https://flixpatrol.com/title/too-hot-to-handle/,https://flixpatrol.com/runtime/cache/files/posters/f/w72/fvsj0n3lufnqwlo2qphbbk6g8ec.jpg
Lupin,world,2021-06-28,454,https://flixpatrol.com/title/lupin/,https://flixpatrol.com/runtime/cache/files/posters/4/w72/4mobjji6lowo6xtdzakx6nvbu0j.jpg
Sweet Tooth,world,2021-06-28,336,https://flixpatrol.com/title/sweet-tooth/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3hf3vmk0xxdofaxjpnxfbpfwd1o.jpg
Lucifer,world,2021-06-28,230,https://flixpatrol.com/title/lucifer/,https://flixpatrol.com/runtime/cache/files/posters/1/w72/1sbx2ew4wfsa1yy32vlht079o03.jpg
Katla,world,2021-06-28,166,https://flixpatrol.com/title/katla/,https://flixpatrol.com/runtime/cache/files/posters/m/w72/mxdiyyfkhddkyj1ng9byjfy4yxr.jpg
Record of Ragnarok,world,2021-06-28,150,https://flixpatrol.com/title/record-of-ragnarok/,https://flixpatrol.com/runtime/cache/files/posters/k/w72/kts2wnzoukpwdnhorlh94psj3xf.jpg
Nuevo Rico Nuevo Pobre,world,2021-06-28,111,https://flixpatrol.com/title/nuevo-rico-nuevo-pobre/,https://flixpatrol.com/runtime/cache/files/posters/r/w72/rqkzi3rcrecj3zbjl4ouosjrqh7.jpg
Mine,world,2021-06-28,91,https://flixpatrol.com/title/mine/,https://flixpatrol.com/runtime/cache/files/posters/z/w72/zfeos8rfmvntoitnk2gwmh4ggdx.jpg
Sex/Life,world,2021-06-29,746,https://flixpatrol.com/title/sexlife/,https://flixpatrol.com/runtime/cache/files/posters/9/w72/9u3mpklwmnvngfxyg97xe56wo2v.jpg
Elite,world,2021-06-29,527,https://flixpatrol.com/title/elite/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3ntabaiao4jlzfqw6yxp1yzppm8.jpg
Too Hot to Handle,world,2021-06-29,423,https://flixpatrol.com/title/too-hot-to-handle/,https://flixpatrol.com/runtime/cache/files/posters/f/w72/fvsj0n3lufnqwlo2qphbbk6g8ec.jpg
Lupin,world,2021-06-29,385,https://flixpatrol.com/title/lupin/,https://flixpatrol.com/runtime/cache/files/posters/4/w72/4mobjji6lowo6xtdzakx6nvbu0j.jpg
The Seven Deadly Sins,world,2021-06-29,366,https://flixpatrol.com/title/the-seven-deadly-sins/,https://flixpatrol.com/runtime/cache/files/posters/g/w72/gxtojpkeotue85eeflozwrbdxwj.jpg
Sweet Tooth,world,2021-06-29,234,https://flixpatrol.com/title/sweet-tooth/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3hf3vmk0xxdofaxjpnxfbpfwd1o.jpg
Rick and Morty,world,2021-06-29,218,https://flixpatrol.com/title/rick-and-morty/,https://flixpatrol.com/runtime/cache/files/posters/q/w72/qjdfo3ahgamf2rcmhoqngjbbzw1.jpg
Lucifer,world,2021-06-29,198,https://flixpatrol.com/title/lucifer/,https://flixpatrol.com/runtime/cache/files/posters/1/w72/1sbx2ew4wfsa1yy32vlht079o03.jpg
Nuevo Rico Nuevo Pobre,world,2021-06-29,115,https://flixpatrol.com/title/nuevo-rico-nuevo-pobre/,https://flixpatrol.com/runtime/cache/files/posters/r/w72/rqkzi3rcrecj3zbjl4ouosjrqh7.jpg
Katla,world,2021-06-29,114,https://flixpatrol.com/title/katla/,https://flixpatrol.com/runtime/cache/files/posters/m/w72/mxdiyyfkhddkyj1ng9byjfy4yxr.jpg
Sex/Life,world,2021-06-30,760,https://flixpatrol.com/title/sexlife/,https://flixpatrol.com/runtime/cache/files/posters/9/w72/9u3mpklwmnvngfxyg97xe56wo2v.jpg
Elite,world,2021-06-30,523,https://flixpatrol.com/title/elite/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3ntabaiao4jlzfqw6yxp1yzppm8.jpg
The Seven Deadly Sins,world,2021-06-30,409,https://flixpatrol.com/title/the-seven-deadly-sins/,https://flixpatrol.com/runtime/cache/files/posters/g/w72/gxtojpkeotue85eeflozwrbdxwj.jpg
Too Hot to Handle,world,2021-06-30,399,https://flixpatrol.com/title/too-hot-to-handle/,https://flixpatrol.com/runtime/cache/files/posters/f/w72/fvsj0n3lufnqwlo2qphbbk6g8ec.jpg
Lupin,world,2021-06-30,380,https://flixpatrol.com/title/lupin/,https://flixpatrol.com/runtime/cache/files/posters/4/w72/4mobjji6lowo6xtdzakx6nvbu0j.jpg
Sweet Tooth,world,2021-06-30,230,https://flixpatrol.com/title/sweet-tooth/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3hf3vmk0xxdofaxjpnxfbpfwd1o.jpg
Rick and Morty,world,2021-06-30,214,https://flixpatrol.com/title/rick-and-morty/,https://flixpatrol.com/runtime/cache/files/posters/q/w72/qjdfo3ahgamf2rcmhoqngjbbzw1.jpg
Lucifer,world,2021-06-30,204,https://flixpatrol.com/title/lucifer/,https://flixpatrol.com/runtime/cache/files/posters/1/w72/1sbx2ew4wfsa1yy32vlht079o03.jpg
Nuevo Rico Nuevo Pobre,world,2021-06-30,119,https://flixpatrol.com/title/nuevo-rico-nuevo-pobre/,https://flixpatrol.com/runtime/cache/files/posters/r/w72/rqkzi3rcrecj3zbjl4ouosjrqh7.jpg
Katla,world,2021-06-30,104,https://flixpatrol.com/title/katla/,https://flixpatrol.com/runtime/cache/files/posters/m/w72/mxdiyyfkhddkyj1ng9byjfy4yxr.jpg
Sex/Life,world,2021-07-01,741,https://flixpatrol.com/title/sexlife/,https://flixpatrol.com/runtime/cache/files/posters/9/w72/9u3mpklwmnvngfxyg97xe56wo2v.jpg
Too Hot to Handle,world,2021-07-01,601,https://flixpatrol.com/title/too-hot-to-handle/,https://flixpatrol.com/runtime/cache/files/posters/f/w72/fvsj0n3lufnqwlo2qphbbk6g8ec.jpg
Elite,world,2021-07-01,489,https://flixpatrol.com/title/elite/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3ntabaiao4jlzfqw6yxp1yzppm8.jpg
Lupin,world,2021-07-01,366,https://flixpatrol.com/title/lupin/,https://flixpatrol.com/runtime/cache/files/posters/4/w72/4mobjji6lowo6xtdzakx6nvbu0j.jpg
The Seven Deadly Sins,world,2021-07-01,352,https://flixpatrol.com/title/the-seven-deadly-sins/,https://flixpatrol.com/runtime/cache/files/posters/g/w72/gxtojpkeotue85eeflozwrbdxwj.jpg
Sweet Tooth,world,2021-07-01,209,https://flixpatrol.com/title/sweet-tooth/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3hf3vmk0xxdofaxjpnxfbpfwd1o.jpg
Lucifer,world,2021-07-01,193,https://flixpatrol.com/title/lucifer/,https://flixpatrol.com/runtime/cache/files/posters/1/w72/1sbx2ew4wfsa1yy32vlht079o03.jpg
Rick and Morty,world,2021-07-01,169,https://flixpatrol.com/title/rick-and-morty/,https://flixpatrol.com/runtime/cache/files/posters/q/w72/qjdfo3ahgamf2rcmhoqngjbbzw1.jpg
Nuevo Rico Nuevo Pobre,world,2021-07-01,121,https://flixpatrol.com/title/nuevo-rico-nuevo-pobre/,https://flixpatrol.com/runtime/cache/files/posters/r/w72/rqkzi3rcrecj3zbjl4ouosjrqh7.jpg
Sophie: A Murder In West Cork,world,2021-07-01,93,https://flixpatrol.com/title/sophie-a-murder-in-west-cork/,https://flixpatrol.com/runtime/cache/files/posters/k/w72/kvbw61urtbihtzgosqkenrmnqxw.jpg
Sex/Life,world,2021-07-02,751,https://flixpatrol.com/title/sexlife/,https://flixpatrol.com/runtime/cache/files/posters/9/w72/9u3mpklwmnvngfxyg97xe56wo2v.jpg
Too Hot to Handle,world,2021-07-02,630,https://flixpatrol.com/title/too-hot-to-handle/,https://flixpatrol.com/runtime/cache/files/posters/f/w72/fvsj0n3lufnqwlo2qphbbk6g8ec.jpg
Elite,world,2021-07-02,465,https://flixpatrol.com/title/elite/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3ntabaiao4jlzfqw6yxp1yzppm8.jpg
Lupin,world,2021-07-02,342,https://flixpatrol.com/title/lupin/,https://flixpatrol.com/runtime/cache/files/posters/4/w72/4mobjji6lowo6xtdzakx6nvbu0j.jpg
The Seven Deadly Sins,world,2021-07-02,265,https://flixpatrol.com/title/the-seven-deadly-sins/,https://flixpatrol.com/runtime/cache/files/posters/g/w72/gxtojpkeotue85eeflozwrbdxwj.jpg
Pokémon Journeys,world,2021-07-02,175,https://flixpatrol.com/title/pokemon-journeys/,https://flixpatrol.com/static/img/bg-img-opt.png
Lucifer,world,2021-07-02,164,https://flixpatrol.com/title/lucifer/,https://flixpatrol.com/runtime/cache/files/posters/1/w72/1sbx2ew4wfsa1yy32vlht079o03.jpg
Sweet Tooth,world,2021-07-02,148,https://flixpatrol.com/title/sweet-tooth/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3hf3vmk0xxdofaxjpnxfbpfwd1o.jpg
Sophie: A Murder In West Cork,world,2021-07-02,138,https://flixpatrol.com/title/sophie-a-murder-in-west-cork/,https://flixpatrol.com/runtime/cache/files/posters/k/w72/kvbw61urtbihtzgosqkenrmnqxw.jpg
Rick and Morty,world,2021-07-02,124,https://flixpatrol.com/title/rick-and-morty/,https://flixpatrol.com/runtime/cache/files/posters/q/w72/qjdfo3ahgamf2rcmhoqngjbbzw1.jpg
Sex/Life,world,2021-07-03,760,https://flixpatrol.com/title/sexlife/,https://flixpatrol.com/runtime/cache/files/posters/9/w72/9u3mpklwmnvngfxyg97xe56wo2v.jpg
Too Hot to Handle,world,2021-07-03,605,https://flixpatrol.com/title/too-hot-to-handle/,https://flixpatrol.com/runtime/cache/files/posters/f/w72/fvsj0n3lufnqwlo2qphbbk6g8ec.jpg
Elite,world,2021-07-03,453,https://flixpatrol.com/title/elite/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3ntabaiao4jlzfqw6yxp1yzppm8.jpg
Lupin,world,2021-07-03,312,https://flixpatrol.com/title/lupin/,https://flixpatrol.com/runtime/cache/files/posters/4/w72/4mobjji6lowo6xtdzakx6nvbu0j.jpg
Pokémon Journeys,world,2021-07-03,249,https://flixpatrol.com/title/pokemon-journeys/,https://flixpatrol.com/static/img/bg-img-opt.png
The Seven Deadly Sins,world,2021-07-03,207,https://flixpatrol.com/title/the-seven-deadly-sins/,https://flixpatrol.com/runtime/cache/files/posters/g/w72/gxtojpkeotue85eeflozwrbdxwj.jpg
Lucifer,world,2021-07-03,157,https://flixpatrol.com/title/lucifer/,https://flixpatrol.com/runtime/cache/files/posters/1/w72/1sbx2ew4wfsa1yy32vlht079o03.jpg
Sophie: A Murder In West Cork,world,2021-07-03,135,https://flixpatrol.com/title/sophie-a-murder-in-west-cork/,https://flixpatrol.com/runtime/cache/files/posters/k/w72/kvbw61urtbihtzgosqkenrmnqxw.jpg
Nuevo Rico Nuevo Pobre,world,2021-07-03,122,https://flixpatrol.com/title/nuevo-rico-nuevo-pobre/,https://flixpatrol.com/runtime/cache/files/posters/r/w72/rqkzi3rcrecj3zbjl4ouosjrqh7.jpg
Sweet Tooth,world,2021-07-03,116,https://flixpatrol.com/title/sweet-tooth/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3hf3vmk0xxdofaxjpnxfbpfwd1o.jpg
Sex/Life,world,2021-07-04,770,https://flixpatrol.com/title/sexlife/,https://flixpatrol.com/runtime/cache/files/posters/9/w72/9u3mpklwmnvngfxyg97xe56wo2v.jpg
Too Hot to Handle,world,2021-07-04,580,https://flixpatrol.com/title/too-hot-to-handle/,https://flixpatrol.com/runtime/cache/files/posters/f/w72/fvsj0n3lufnqwlo2qphbbk6g8ec.jpg
Elite,world,2021-07-04,441,https://flixpatrol.com/title/elite/,https://flixpatrol.com/runtime/cache/files/posters/3/w72/3ntabaiao4jlzfqw6yxp1yzppm8.jpg
Lupin,world,2021-07-04,332,https://flixpatrol.com/title/lupin/,https://flixpatrol.com/runtime/cache/files/posters/4/w72/4mobjji6lowo6xtdzakx6nvbu0j.jpg
Pokémon Journeys,world,2021-07-04,287,https://flixpatrol.com/title/pokemon-journeys/,https://flixpatrol.com/static/img/bg-img-opt.png
The Seven Deadly Sins,world,2021-07-04,154,https://flixpatrol.com/title/the-seven-deadly-sins/,https://flixpatrol.com/runtime/cache/files/posters/g/w72/gxtojpkeotue85eeflozwrbdxwj.jpg
Sophie: A Murder In West Cork,world,2021-07-04,145,https://flixpatrol.com/title/sophie-a-murder-in-west-cork/,https://flixpatrol.com/runtime/cache/files/posters/k/w72/kvbw61urtbihtzgosqkenrmnqxw.jpg
